ABAN	368.55	882.65	595.6772	124.274666	2014
ABAN	209.95	398.9	284.3522	53.701824	2013
ABAN	329.35	556.05	415.7743	48.59746	2012
ABAN	327.8	823.8	512.63116	124.62552	2011
ABAN	669.15	897.35	798.07446	53.51295	2010
ABB	1196.6	1455.65	1332.7548	53.58396	2015
ABB	573.9	1316.95	954.3325	194.29968	2014
ABB	448.45	725.7	587.3242	71.36239	2013
ABB	581.7	890.95	766.7435	57.44281	2012
ABB	544.75	899.6	761.1364	94.59813	2011
ABB	747.9	948.6	835.28937	57.60543	2010
ABBOTINDIA	3752.65	4808.5	4019.872	245.87534	2015
ABBOTINDIA	1623.2	3804.4	2321.1956	701.9593	2014
ABBOTINDIA	1325.95	1706.35	1420.206	71.91253	2013
ABBOTINDIA	1386.25	1758.25	1507.1627	67.895805	2012
ABBOTINDIA	1200.6	1635.3	1413.0668	108.040184	2011
ABBOTINDIA	1104.65	1474.15	1235.6866	117.92486	2010
ABCIL	204.6	239.65	219.33322	7.598421	2015
ABCIL	98.1	307.9	190.21461	58.145023	2014
ABCIL	64.45	112.15	85.48165	8.926882	2013
ABCIL	63.65	111.35	82.05222	9.768406	2012
ABCIL	69.3	143.05	113.7081	20.520363	2011
ABCIL	110.55	151.35	129.90532	9.918191	2010
ABGSHIP	133.95	255.8	195.64145	25.681719	2015
ABGSHIP	208.85	308.4	249.36934	22.402103	2014
ABGSHIP	248.0	410.5	305.56714	40.1722	2013
ABGSHIP	335.85	441.75	380.8601	19.294254	2012
ABGSHIP	325.6	433.0	378.5595	22.489422	2011
ABGSHIP	229.4	485.05	344.9101	88.188385	2010
ABHISHEK	4.1	6.75	5.4471016	0.76754284	2013
ABHISHEK	6.25	8.75	7.4361787	0.5310406	2012
ABHISHEK	6.8	20.05	13.135773	3.2974153	2011
ABHISHEK	18.05	25.7	19.722872	1.7030897	2010
ABIRLANUVO	1559.9	2325.15	1817.8009	179.75327	2015
ABIRLANUVO	1038.15	1817.85	1377.906	246.52292	2014
ABIRLANUVO	941.45	1271.6	1118.6052	85.43557	2013
ABIRLANUVO	726.3	1118.3	871.0609	100.64677	2012
ABIRLANUVO	726.45	980.85	856.48706	65.69505	2011
ABIRLANUVO	724.3	895.25	825.06915	39.740097	2010
ABSHEKINDS	13.1	17.5	14.768518	1.1023668	2011
ABSHEKINDS	14.7	20.25	17.873936	1.1792922	2010
ACC	1359.15	1762.8	1501.8339	90.232994	2015
ACC	982.6	1551.9	1351.7389	163.12245	2014
ACC	930.5	1436.3	1184.1633	103.04985	2013
ACC	1099.65	1498.05	1303.7931	99.86515	2012
ACC	937.75	1224.0	1051.0116	73.68835	2011
ACC	865.8	1121.95	1005.7755	63.82474	2010
ACCELYA	910.45	1168.75	986.77563	47.38068	2015
ACCELYA	598.65	1055.7	742.56976	99.97872	2014
ACCELYA	310.05	786.1	491.9403	117.65164	2013
ACCELYA	168.05	389.85	273.47272	69.28557	2012
ACE	36.65	54.15	41.190506	3.4645407	2015
ACE	11.6	45.0	26.015844	9.219725	2014
ACE	7.9	23.95	12.910081	3.4078746	2013
ACE	17.65	38.45	28.69514	4.1535726	2012
ACE	25.65	57.4	43.31518	5.6914973	2011
ACE	51.8	69.85	62.45053	4.895903	2010
ACKRUTI	177.45	251.5	205.46472	18.461077	2011
ACKRUTI	246.95	536.0	441.36118	99.17293	2010
ACROPETAL	2.35	4.0	3.0746834	0.37114033	2015
ACROPETAL	3.0	6.9	4.284774	0.85135734	2014
ACROPETAL	3.75	12.65	6.3173385	1.9735963	2013
ACROPETAL	10.95	18.5	13.997166	1.437501	2012
ACROPETAL	10.95	130.5	26.243284	23.032175	2011
ADANIENT	80.35	794.75	446.64557	269.7793	2015
ADANIENT	215.2	540.5	413.38046	93.61346	2014
ADANIENT	133.05	285.35	211.48608	39.160027	2013
ADANIENT	153.55	440.5	259.02774	68.54979	2012
ADANIENT	293.6	761.3	566.28925	115.29906	2011
ADANIENT	584.6	770.85	677.6979	41.384457	2010
ADANIPORTS	297.25	365.5	324.2845	13.623866	2015
ADANIPORTS	141.65	319.05	233.75679	53.038555	2014
ADANIPORTS	121.95	168.25	145.53952	9.94442	2013
ADANIPORTS	108.0	155.4	126.92839	10.566799	2012
ADANIPOWER	25.95	59.4	40.640823	9.68586	2015
ADANIPOWER	32.05	65.55	48.046295	9.007432	2014
ADANIPOWER	31.0	67.8	43.965324	9.647651	2013
ADANIPOWER	37.7	92.25	57.449596	13.3960085	2012
ADANIPOWER	62.1	130.15	101.673485	17.88982	2011
ADANIPOWER	124.55	143.35	134.71649	4.8695126	2010
ADANITRANS	27.6	41.0	35.257145	4.2629995	2015
ADFFOODS	53.0	84.9	67.6	5.1566505	2015
ADFFOODS	41.25	79.9	56.314198	10.109385	2014
ADFFOODS	38.15	91.8	50.744354	10.579371	2013
ADFFOODS	46.05	81.6	53.929756	7.77274	2012
ADFFOODS	45.75	79.75	59.087044	6.474381	2011
ADFFOODS	55.25	86.75	72.750656	8.312489	2010
ADHUNIK	14.45	24.85	19.6	2.638841	2015
ADHUNIK	20.15	56.45	39.665226	9.346779	2014
ADHUNIK	19.25	46.7	28.9356	6.2596335	2013
ADHUNIK	25.05	56.7	37.839516	8.194397	2012
ADHUNIK	35.25	108.0	72.121056	21.588938	2011
ADHUNIK	93.9	120.1	109.83138	5.3096557	2010
ADI	181.15	300.0	258.06488	29.182106	2015
ADLABS	130.7	192.65	155.40573	12.945145	2015
ADORWELD	195.2	312.55	231.31615	31.392437	2015
ADORWELD	122.8	262.2	186.6926	42.377136	2014
ADORWELD	86.9	149.75	116.266335	14.267527	2013
ADORWELD	114.45	158.1	135.6245	6.2653384	2012
ADORWELD	109.95	212.7	160.11012	21.08193	2011
ADORWELD	187.7	233.65	212.82234	11.495886	2010
ADSL	15.45	38.65	24.438925	5.751928	2015
ADSL	11.35	24.5	18.02325	3.6982346	2014
ADSL	7.6	22.1	14.994355	3.9833434	2013
ADSL	19.45	31.0	24.583603	2.692053	2012
ADSL	18.9	196.15	61.35344	42.960133	2011
ADSL	169.7	247.0	216.97394	25.675583	2010
ADVANIHOTR	40.3	64.75	50.91097	5.315195	2015
ADVANIHOTR	29.0	87.5	52.91383	18.403725	2014
ADVANIHOTR	28.0	31.05	29.174074	0.77478445	2013
ADVANIHOTR	24.5	34.6	29.563421	2.6095102	2012
ADVANIHOTR	30.0	40.0	35.493103	1.7587944	2011
ADVANIHOTR	38.05	59.95	45.682064	5.0471826	2010
ADVANTA	331.05	569.45	442.34018	60.73595	2015
ADVANTA	100.65	380.3	241.81276	94.33078	2014
ADVANTA	79.25	1095.25	525.9903	402.30298	2013
ADVANTA	236.8	967.5	545.2276	198.48227	2012
ADVANTA	213.25	450.35	310.26114	53.804844	2011
ADVANTA	383.5	509.0	445.61703	33.864754	2010
AEGISCHEM	407.9	904.05	647.38007	155.63953	2015
AEGISCHEM	140.0	473.2	267.72983	104.527695	2014
AEGISCHEM	105.1	194.95	141.80121	19.415184	2013
AEGISCHEM	105.65	203.45	149.5834	24.112288	2012
AEGISCHEM	103.85	337.5	226.21028	54.106255	2011
AEGISCHEM	285.95	400.8	332.1303	26.02567	2010
AFL	62.25	120.2	80.64019	12.87526	2015
AFL	40.55	124.2	58.03066	21.79251	2014
AFL	18.6	43.15	27.29375	5.9082117	2013
AFL	28.05	39.0	34.072468	2.1449149	2012
AFL	34.15	51.05	42.113968	3.5204058	2011
AFL	46.65	63.95	49.80585	2.2786224	2010
AFTEK	2.85	7.15	5.094086	1.2402924	2015
AFTEK	3.05	9.4	5.262346	1.5701144	2014
AFTEK	3.1	10.75	5.0189514	1.9080696	2013
AFTEK	6.65	13.9	9.239879	1.5706245	2012
AFTEK	9.35	18.1	12.784413	1.7473143	2011
AFTEK	13.1	19.75	15.671808	1.5645263	2010
AGARIND	88.9	140.55	111.0038	14.33469	2015
AGARIND	81.25	178.75	109.31156	24.82561	2014
AGCNET	75.45	144.4	104.58101	15.659243	2015
AGCNET	46.85	96.95	65.49259	11.935037	2014
AGCNET	51.5	229.9	102.88563	41.838844	2013
AGCNET	125.25	460.25	263.74432	103.913895	2012
AGCNET	104.7	248.55	162.68562	30.262701	2011
AGCNET	211.1	263.1	235.16489	8.470587	2010
AGRE	27.1	38.05	32.77159	3.761277	2012
AGRE	28.6	98.9	47.456074	9.619298	2011
AGRE	104.1	104.1	104.1	0.0	2010
AGRITECH	4.05	7.05	5.9496155	0.59214395	2015
AGRITECH	6.15	35.15	9.122009	4.977148	2014
AGRODUTCH	2.45	7.05	3.9405062	0.9234489	2015
AGRODUTCH	1.35	5.65	2.5341005	0.9280036	2014
AGRODUTCH	1.5	4.1	2.5464103	0.589252	2013
AGRODUTCH	3.5	6.95	4.7172065	0.8230347	2012
AGRODUTCH	5.1	16.0	9.653441	2.4765046	2011
AGRODUTCH	14.7	32.05	24.180319	6.0833406	2010
AHLEAST	165.05	202.35	177.25356	7.1604877	2015
AHLEAST	126.35	257.35	175.57355	33.06681	2014
AHLEAST	117.55	223.9	158.342	31.867228	2013
AHLEAST	211.1	326.6	253.9033	28.867165	2012
AHLEAST	225.7	359.7	300.29565	20.747246	2011
AHLEAST	337.8	480.55	407.24948	35.22228	2010
AHLUCONT	192.1	279.35	235.21107	18.332909	2015
AHLUCONT	21.85	229.0	106.952675	61.91168	2014
AHLUCONT	15.75	41.3	27.527126	5.956143	2013
AHLUCONT	32.8	84.25	54.31984	15.473921	2012
AHLUCONT	53.3	155.4	114.382385	22.623743	2011
AHLUCONT	135.8	221.6	187.45638	26.33761	2010
AHLWEST	105.3	136.5	118.08193	6.533504	2015
AHLWEST	93.3	137.95	108.20332	8.147276	2014
AHLWEST	86.0	140.55	107.231735	12.663154	2013
AHLWEST	114.9	147.45	131.33907	5.78594	2012
AHLWEST	114.5	221.65	178.49878	29.300377	2011
AHLWEST	207.7	357.05	263.24042	43.083736	2010
AHMEDFORGE	177.45	364.15	268.6045	51.404583	2015
AHMEDFORGE	97.25	495.75	266.80063	121.17894	2014
AHMEDFORGE	73.95	148.0	105.37016	16.440289	2013
AHMEDFORGE	86.6	191.8	141.91762	19.199467	2012
AHMEDFORGE	79.85	165.8	117.08664	17.200302	2011
AHMEDFORGE	120.45	189.65	141.57446	19.2988	2010
AIAENG	937.8	1295.6	1083.8971	94.952286	2015
AIAENG	460.75	1208.75	768.35803	201.79141	2014
AIAENG	280.5	481.85	341.45926	48.646404	2013
AIAENG	268.8	389.45	339.35608	24.57857	2012
AIAENG	270.0	422.15	342.3411	35.80482	2011
AIAENG	346.9	456.4	410.6686	22.579948	2010
AICHAMP	15.0	19.85	17.07451	1.2221956	2015
AICHAMP	12.85	18.3	15.696297	1.2689983	2014
AICHAMP	16.5	24.0	19.480612	1.9790179	2013
AICHAMP	16.05	30.0	20.199684	2.9039285	2012
AICHAMP	17.0	46.0	26.893183	6.417787	2011
AICHAMP	30.9	47.05	39.03708	3.4158137	2010
AIL	620.15	857.3	728.38416	44.970024	2015
AIL	312.05	636.55	469.1601	88.738335	2014
AIL	293.1	408.75	344.3859	25.1624	2013
AIL	363.05	424.8	398.95905	16.972246	2012
AJANTPHARM	1130.8	3286.0	1865.8601	595.0059	2015
AJANTPHARM	895.7	2703.1	1460.1	491.18784	2014
AJANTPHARM	384.75	1142.8	797.56573	178.94118	2013
AJANTPHARM	301.75	762.2	480.68158	130.85732	2012
AJANTPHARM	176.8	359.45	275.58258	52.73259	2011
AJANTPHARM	185.6	264.2	232.42766	18.862219	2010
AJMERA	92.2	180.6	129.57658	16.55418	2015
AJMERA	47.55	160.05	79.463165	27.631088	2014
AJMERA	51.25	138.85	82.48327	23.71004	2013
AJMERA	98.15	143.4	115.31012	7.717995	2012
AJMERA	94.05	221.25	144.68562	28.605602	2011
AJMERA	188.0	288.55	236.98457	28.674635	2010
AKSHOPTFBR	13.25	21.55	15.750317	1.617463	2015
AKSHOPTFBR	13.85	24.6	18.183332	2.4257238	2014
AKSHOPTFBR	14.1	18.5	16.489515	1.0465627	2013
AKSHOPTFBR	6.95	18.75	14.062956	3.5863657	2012
AKSHOPTFBR	5.65	16.1	7.3566804	2.0225215	2011
AKSHOPTFBR	13.25	25.65	20.10266	2.8195968	2010
AKZOINDIA	1248.05	1516.45	1396.0374	72.166794	2015
AKZOINDIA	760.9	1400.95	1051.3085	204.66359	2014
AKZOINDIA	744.05	1176.0	956.93225	116.64384	2013
AKZOINDIA	772.35	968.35	871.0375	47.581284	2012
AKZOINDIA	699.65	1022.9	844.6539	81.28575	2011
AKZOINDIA	750.05	960.0	855.53455	52.637844	2010
ALANKIT	213.65	229.1	219.85135	3.7410161	2015
ALBK	83.3	134.35	102.652534	12.066959	2015
ALBK	73.2	147.4	108.93354	19.51279	2014
ALBK	65.75	187.45	110.75685	33.11546	2013
ALBK	116.75	207.95	152.09898	22.517336	2012
ALBK	114.9	234.85	186.52936	27.082853	2011
ALBK	204.15	264.9	234.14574	16.86598	2010
ALCHEM	20.85	41.05	28.582596	3.9611242	2015
ALCHEM	30.2	65.85	46.333744	8.058823	2014
ALCHEM	22.55	72.3	43.837097	11.071464	2013
ALCHEM	50.1	96.55	61.36984	8.1042185	2012
ALCHEM	101.6	273.25	236.13219	24.766733	2011
ALCHEM	169.2	261.2	229.63033	20.011034	2010
ALEMBICLTD	30.35	52.6	40.206963	5.0949855	2015
ALEMBICLTD	11.65	66.8	28.997736	14.424236	2014
ALEMBICLTD	13.1	28.1	18.161089	3.2452831	2013
ALEMBICLTD	14.05	20.8	16.364979	1.2370046	2012
ALEMBICLTD	14.1	73.15	32.32854	21.660793	2011
ALEMBICLTD	58.45	76.5	66.135635	5.1699347	2010
ALFALAVAL	2199.15	3946.95	3235.622	567.868	2012
ALFALAVAL	1120.5	2354.75	1695.3438	377.03052	2011
ALFALAVAL	1151.9	1431.7	1350.8739	75.33019	2010
ALICON	246.4	407.55	297.88544	30.41849	2015
ALICON	65.0	329.6	151.45598	63.490547	2014
ALICON	40.05	75.9	62.315266	7.4987226	2013
ALICON	56.0	80.45	64.742546	5.1332603	2012
ALICON	50.9	79.9	63.990818	6.9385214	2011
ALKALI	19.65	63.25	42.75	8.551669	2015
ALKALI	15.2	28.4	20.06996	3.1180713	2014
ALKALI	14.55	27.35	19.089315	3.1827784	2013
ALKALI	24.05	39.45	28.77834	3.7557495	2012
ALKALI	28.3	78.25	48.01721	10.812254	2011
ALKALI	72.2	108.0	93.8633	11.267885	2010
ALKYLAMINE	253.3	399.35	312.70255	34.104595	2015
ALKYLAMINE	220.0	735.45	389.7348	135.09058	2014
ALKYLAMINE	130.0	260.45	164.76147	31.894964	2013
ALKYLAMINE	76.6	159.0	109.538124	25.01142	2012
ALKYLAMINE	75.5	100.2	85.52225	4.390268	2011
ALKYLAMINE	80.4	103.3	90.73192	5.164974	2010
ALLCARGO	286.75	359.25	322.0788	14.494246	2015
ALLCARGO	118.45	349.7	210.32552	61.43651	2014
ALLCARGO	61.7	138.85	104.164314	18.996311	2013
ALLCARGO	109.7	149.35	130.64413	7.8900294	2012
ALLCARGO	119.05	180.6	151.23907	14.039279	2011
ALLCARGO	143.05	173.65	157.55266	6.7418365	2010
ALLSEC	21.1	48.55	27.495886	6.483538	2015
ALLSEC	20.65	37.35	27.1281	3.390113	2014
ALLSEC	19.1	80.3	43.47945	18.936106	2013
ALLSEC	10.2	71.9	27.921139	16.715317	2012
ALLSEC	11.2	37.9	20.594332	6.9146743	2011
ALLSEC	33.25	44.75	37.779255	2.5116687	2010
ALMONDZ	7.3	16.4	11.079936	1.7113973	2015
ALMONDZ	5.75	23.2	12.552308	4.646317	2014
ALMONDZ	5.9	9.0	7.502315	0.71906525	2013
ALMONDZ	6.95	14.25	9.742975	2.310337	2012
ALMONDZ	11.55	46.85	27.09609	6.5068274	2011
ALMONDZ	41.45	79.6	65.95957	10.969552	2010
ALOKTEXT	5.8	11.25	7.8632913	1.4188204	2015
ALOKTEXT	5.9	15.95	10.219262	2.6409717	2014
ALOKTEXT	5.95	12.2	8.366734	1.4595183	2013
ALOKTEXT	10.5	23.4	16.401215	3.6900182	2012
ALOKTEXT	16.35	28.9	22.312956	3.365326	2011
ALOKTEXT	18.9	33.35	24.470745	3.729721	2010
ALPA	10.85	20.35	13.970667	1.7972589	2015
ALPA	7.9	20.45	11.445595	2.8664055	2014
ALPA	5.1	11.35	7.9775643	1.7522358	2013
ALPA	6.5	12.65	8.883603	1.1292685	2012
ALPA	5.65	15.65	9.921138	1.9484411	2011
ALPA	13.3	18.3	15.598936	1.3063467	2010
ALPHAGEO	334.5	618.75	450.5231	60.92281	2015
ALPHAGEO	65.55	625.0	293.26154	162.88217	2014
ALPHAGEO	22.15	62.45	37.410484	9.165331	2013
ALPHAGEO	39.6	78.45	54.650608	9.255054	2012
ALPHAGEO	54.35	176.9	105.423485	25.594429	2011
ALPHAGEO	158.65	216.5	184.29414	18.187897	2010
ALPINEHOU	19.0	20.0	19.56	0.4042277	2015
ALPINEHOU	20.5	28.0	23.807066	1.9769264	2014
ALPINEHOU	15.0	24.65	18.0	1.8518043	2013
ALPINEHOU	7.1	23.95	15.857813	4.54318	2012
ALPINEHOU	15.5	15.5	15.5	0.0	2011
ALPSINDUS	1.35	6.9	2.8300753	1.542322	2015
ALPSINDUS	1.3	3.6	1.8980176	0.4450739	2014
ALPSINDUS	1.15	2.75	1.5980769	0.2383258	2013
ALPSINDUS	1.8	2.85	2.092771	0.21525167	2012
ALPSINDUS	1.9	7.5	3.476923	1.0550792	2011
ALPSINDUS	6.85	10.9	8.633511	0.7116952	2010
ALSTOMT&D	468.65	606.15	535.2516	35.516956	2015
ALSTOMT&D	172.95	488.65	306.52386	82.15942	2014
ALSTOMT&D	117.85	202.15	160.08992	16.514448	2013
ALSTOMT&D	140.4	215.75	185.99574	16.55867	2012
AMAR	5.8	45.95	15.22618	11.513038	2013
AMAR	30.3	162.15	102.94696	50.204628	2012
AMAR	82.35	131.6	105.69778	12.063861	2011
AMAR	83.3	165.45	120.34575	22.240124	2010
AMARAJABAT	790.7	1057.85	866.74304	45.113945	2015
AMARAJABAT	317.9	821.4	504.12592	139.33102	2014
AMARAJABAT	217.75	362.8	282.95483	31.268402	2013
AMARAJABAT	202.65	424.9	280.72693	48.542675	2012
AMARAJABAT	160.05	257.35	204.65	23.109095	2011
AMARAJABAT	171.8	223.25	196.60692	14.527074	2010
AMARJOTHI	72.5	100.35	81.67368	9.281751	2015
AMARJOTHI	65.15	94.05	77.36157	6.7704153	2014
AMARJOTHI	36.7	80.2	53.67171	11.29904	2013
AMARJOTHI	34.1	57.0	44.539906	5.1043644	2012
AMARJOTHI	45.05	64.85	55.955128	4.925819	2011
AMARJOTHI	52.0	77.65	63.667023	4.780193	2010
AMBICAAGAR	12.45	14.35	13.340909	0.6398929	2010
AMBIKCO	514.85	1119.0	802.8418	188.57915	2015
AMBIKCO	273.95	555.45	395.55313	91.15665	2014
AMBIKCO	183.1	274.0	216.13687	20.138536	2013
AMBIKCO	143.0	210.1	173.88673	18.040531	2012
AMBIKCO	141.65	226.05	189.483	18.570211	2011
AMBIKCO	182.2	275.3	238.59042	24.361298	2010
AMBUJACEM	215.65	285.45	242.09557	14.356062	2015
AMBUJACEM	151.05	237.05	205.3607	22.76945	2014
AMBUJACEM	155.75	211.35	185.0246	10.6852665	2013
AMBUJACEM	138.05	218.1	177.70992	21.632212	2012
AMBUJACEM	116.45	163.3	139.09778	12.1607485	2011
AMBUJACEM	120.55	164.7	140.32288	9.001382	2010
AMDIND	19.85	29.6	23.405697	2.305634	2015
AMDIND	11.7	32.5	20.21317	5.7637553	2014
AMDIND	9.4	15.55	11.745226	1.6744353	2013
AMDIND	13.5	17.45	15.4	0.63205534	2012
AMDIND	13.15	24.0	17.914373	2.2014914	2011
AMDIND	22.75	30.45	26.423405	1.9608631	2010
AMLSTEEL	6.35	6.8	6.5299997	0.15842982	2015
AMLSTEEL	3.6	9.65	6.1234784	1.7877034	2014
AMLSTEEL	4.8	9.0	6.6580358	1.1054562	2013
AMLSTEEL	7.0	18.0	10.0559635	2.4027767	2012
AMLSTEEL	12.0	36.95	17.681082	5.063925	2011
AMLSTEEL	35.15	49.2	41.568817	4.2202783	2010
AMRUTANJAN	394.4	545.25	457.02374	31.337418	2015
AMRUTANJAN	119.35	509.05	215.74362	107.31473	2014
AMRUTANJAN	97.95	158.75	125.101006	13.563083	2013
AMRUTANJAN	149.45	876.3	660.46967	240.28877	2012
AMRUTANJAN	560.2	946.05	716.6138	75.55978	2011
AMRUTANJAN	590.55	838.25	728.883	49.350925	2010
AMTEKAUTO	89.15	183.7	158.0462	12.871138	2015
AMTEKAUTO	62.85	265.4	179.77284	60.51721	2014
AMTEKAUTO	59.95	91.9	70.8377	7.8644705	2013
AMTEKAUTO	69.35	143.9	103.20911	21.30582	2012
AMTEKAUTO	93.0	172.25	138.02875	21.852243	2011
AMTEKAUTO	117.7	189.85	158.05745	19.04429	2010
AMTEKINDIA	41.4	182.6	89.5662	40.812576	2015
AMTEKINDIA	55.7	131.0	84.44671	16.141874	2014
AMTEKINDIA	51.2	118.4	78.21049	15.581754	2013
AMTEKINDIA	83.05	118.4	100.00749	5.340681	2012
AMTEKINDIA	68.15	147.7	96.75162	21.673414	2011
AMTEKINDIA	57.95	68.8	63.44149	1.915178	2010
AMTL	12.7	32.6	16.79359	4.2213616	2015
AMTL	12.35	21.55	15.54	1.8869964	2014
AMTL	18.0	21.6	19.737247	0.7993318	2013
AMTL	16.2	22.8	18.806383	1.192156	2012
ANANTRAJ	32.95	50.65	41.64209	4.12414	2015
ANANTRAJ	44.05	81.6	58.012756	8.032228	2014
ANANTRAJ	41.15	97.8	59.309074	13.716561	2013
ANANTRAJ	40.25	101.05	62.751213	16.856989	2012
ANANTRAJ	36.25	109.7	71.207085	17.809187	2011
ANANTRAJ	103.65	153.05	129.62074	13.754626	2010
ANDHRABANK	68.0	96.45	79.27152	7.6395445	2015
ANDHRABANK	53.85	107.95	75.65535	14.312772	2014
ANDHRABANK	47.95	129.05	79.866936	21.715017	2013
ANDHRABANK	80.55	135.85	110.12935	10.946449	2012
ANDHRABANK	79.1	156.85	129.06903	16.899202	2011
ANDHRABANK	142.05	186.8	164.15904	10.98971	2010
ANDHRACEMT	5.0	11.55	8.556329	1.6467146	2015
ANDHRACEMT	4.55	13.1	8.4382715	2.3055837	2014
ANDHRACEMT	4.6	9.65	6.578512	1.4112055	2013
ANDHRACEMT	8.05	11.95	9.46498	1.1078932	2012
ANDHRACEMT	8.2	16.1	11.611697	1.8996834	2011
ANDHRACEMT	11.85	23.0	16.697369	3.038307	2010
ANDHRSUGAR	88.3	126.45	101.6076	8.622757	2015
ANDHRSUGAR	87.0	154.35	122.99568	19.776262	2014
ANDHRSUGAR	98.2	146.85	121.189316	16.258158	2013
ANDHRSUGAR	106.2	157.95	138.91437	9.827967	2012
ANDHRSUGAR	86.0	123.7	101.83259	8.79631	2011
ANDHRSUGAR	103.1	143.8	122.50213	9.158343	2010
ANGIND	30.1	50.2	39.870888	4.6388535	2015
ANGIND	5.85	43.9	18.449533	10.630383	2014
ANGIND	5.2	12.0	8.533464	1.7746471	2013
ANGIND	11.3	24.1	16.856041	3.455722	2012
ANGIND	15.15	51.8	27.272154	8.375522	2011
ANGIND	46.95	72.9	63.062233	8.168172	2010
ANIKINDS	22.05	32.55	26.607876	2.6572897	2015
ANIKINDS	19.1	35.4	27.555264	5.1030345	2014
ANIKINDS	17.35	37.95	23.96529	5.6551003	2013
ANIKINDS	25.05	37.7	31.573374	3.1854362	2012
ANIKINDS	23.7	58.1	38.70691	6.3375278	2011
ANIKINDS	40.65	63.6	55.81702	5.4515004	2010
ANKITMETAL	1.95	4.45	2.996519	0.6493453	2015
ANKITMETAL	4.15	11.9	7.5892115	1.5260694	2014
ANKITMETAL	8.75	17.0	11.602446	1.7024143	2013
ANKURDRUGS	3.65	13.15	7.7583814	2.4318936	2013
ANKURDRUGS	10.9	23.45	15.177328	2.901056	2012
ANKURDRUGS	16.0	106.35	43.361942	20.263151	2011
ANKURDRUGS	80.2	149.25	121.237236	20.34073	2010
ANSALAPI	17.05	29.9	22.995886	3.7016373	2015
ANSALAPI	17.45	42.95	28.584156	7.378499	2014
ANSALAPI	12.6	39.75	22.278025	6.555296	2013
ANSALAPI	22.65	39.85	30.696558	4.207127	2012
ANSALAPI	22.65	60.9	37.6072	7.3152256	2011
ANSALAPI	55.45	96.45	81.07127	13.334999	2010
ANSALHSG	23.5	35.85	28.281013	3.1998794	2015
ANSALHSG	15.15	34.55	25.46461	5.9869785	2014
ANSALHSG	12.6	61.75	27.786694	17.442053	2013
ANSALHSG	32.05	55.65	45.58583	4.2077193	2012
